SLUG,URL,NAME,CREW,LENGTH,WINGSPAN,HEIGHT,EMPTY_WEIGHT,MAX._TAKEOFF_WEIGHT,POWERPLANT,MAXIMUM_SPEED,OPERATIONAL_RANGE,SERVICE_CEILING,CLIMB_RATE,WING_AREA,TAKEOFF_DISTANCE,ENDURANCE
tu-160-blackjack,https://globalmilitary.net/aircraft/tu-160-blackjack/,Tu-160 Blackjack,4,54.1 m (177.5 ft),55.7 m (182.7 ft),13.1 m (43.0 ft),232 m² (2497.2 sqft),"109,769 kg (241,999 lbs)","274,877 kg (605,999 lbs)","4 × turbofans Kuznetsov NK-32 24,983 kgf each",2220 km/h (Mach 2.22),"12,300 km (7,643 mi)","16,000 m (52,493 ft)",70.0 m/s (229.7 ft/s),"2,200 m (7,218 ft)",Zvezda K-36DM,15 hours
tu-2-bat,https://globalmilitary.net/aircraft/tu-2-bat/,Tu-2 Bat,4,13.8 m (45.3 ft),18.9 m (61.9 ft),4.1 m (13.5 ft),,"7,601 kg (16,757 lbs)","11,768 kg (25,944 lbs)","2 × radial piston engines Shvetsov ASh-82 1,380 kW each",528 km/h (328 mph),"2,020 km (1,255 mi)","9,000 m (29,528 ft)",8.2 m/s (26.9 ft/s),,,
tu-22m-backfire,https://globalmilitary.net/aircraft/tu-22m-backfire/,Tu-22M / Tu-26 Backfire,4,42.4 m (139.1 ft),34.3 m (112.5 ft),11.1 m (36.3 ft),183.6 m² (1976.3 sqft),"58,000 kg (127,868 lbs)","126,000 kg (277,782 lbs)","2 × turbofans Kuznetsov NK-25 25,278 kgf each",2327 km/h (Mach 2.33),"6,800 km (4,225 mi)","13,300 m (43,635 ft)",15.0 m/s (49.2 ft/s),,Tupolev KT-1,
tu-4-bull,https://globalmilitary.net/aircraft/tu-4-bull/,Tu-4 Bull,11,30.2 m (99.0 ft),43.1 m (141.2 ft),8.5 m (27.8 ft),161.7 m² (1740.5 sqft),"36,850 kg (81,240 lbs)","63,600 kg (140,214 lbs)","4 × radial piston engines Shvetsov ASh-73TK 1,790 kW each",558 km/h (347 mph),"5,400 km (3,355 mi)","11,200 m (36,745 ft)",4.6 m/s (15.1 ft/s),,,
tu-95-bear,https://globalmilitary.net/aircraft/tu-95-bear/,Tu-95 Bear,8,46.2 m (151.6 ft),50.1 m (164.4 ft),12.1 m (39.8 ft),310 m² (3336.8 sqft),"90,000 kg (198,416 lbs)","188,000 kg (414,469 lbs)","4 × turboprops Kuznetsov NK-12M 8,950 kW each",920 km/h (572 mph),"15,000 km (9,321 mi)","13,716 m (45,000 ft)",10.0 m/s (32.8 ft/s),,,21 hours
typhoon,https://globalmilitary.net/aircraft/typhoon/,Typhoon,1,16.0 m (52.4 ft),11.0 m (35.9 ft),5.3 m (17.3 ft),51.2 m² (551.1 sqft),"11,000 kg (24,251 lbs)","23,500 kg (51,809 lbs)","2 × turbofans Eurojet EJ-200 9,163 kgf each",2495 km/h (Mach 2.5),"3,790 km (2,355 mi)","16,765 m (55,003 ft)",315.0 m/s (1033.5 ft/s),,Martin-Baker Mk 16A,
u2-dragon-lady,https://globalmilitary.net/aircraft/u2-dragon-lady/,U-2 Dragon Lady,1,19 m (62.3 ft),31 m (101.7 ft),4.9 m (16.0 ft),93 m² (1001.0 sqft),"6,486 kg (14,299 lbs)","18,144 kg (40,001 lbs)","1 × turbofan General Electric F118-GE-101 7,711 kgf each",805 km/h (500 mph),"11,280 km (7,009 mi)","21,336 m (70,000 ft)",45.7 m/s (149.9 ft/s),,,12 hours
punisher,https://globalmilitary.net/aircraft/punisher/,UA Dynamics Punisher,,1.5 m (4.8 ft),2.9 m (9.6 ft),,,,7 kg (15 lbs),,198 km/h (123 mph),45 km (28 mi),"400 m (1,312 ft)",,,,
uh-1-huey,https://globalmilitary.net/aircraft/uh-1-huey/,"UH-1 Iroquois ""Huey""",2,12.7 m (41.8 ft),14.6 m (48.0 ft),4.5 m (14.7 ft),,"2,087 kg (4,601 lbs)","4,309 kg (9,500 lbs)",1 × turboshaft Lycoming T53-L-11A 820 kW each,222 km/h (138 mph),510 km (317 mi),"5,910 m (19,390 ft)",8.9 m/s (29.2 ft/s),,,
uh-1n-twin-huey,https://globalmilitary.net/aircraft/uh-1n-twin-huey/,UH-1N Twin Huey,"4 (pilot, co-pilot, crew chief, gunner)",17.6 m (57.7 ft),14.6 m (48.0 ft),4.4 m (14.4 ft),168 m² (1808.3 sqft),,"4,763 kg (10,501 lbs)",2 × Pratt & Whitney Canada T400-CP-400 930 kW each,240 km/h (149 mph),459 km (285 mi),"5,300 m (17,388 ft)",8.92 m/s (29.3 ft/s),,,
uh-1y-venom,https://globalmilitary.net/aircraft/uh-1y-venom/,UH-1Y Venom,"2 (pilot, co-pilot)",17.8 m (58.3 ft),14.9 m (48.8 ft),4.5 m (14.6 ft),168 m² (1808.3 sqft),"5,371 kg (11,841 lbs)","8,391 kg (18,499 lbs)","2 × General Electric T700-GE-401C 1,363 kW each",304 km/h (189 mph),240 km (149 mi),"6,100 m (20,013 ft)",12.8 m/s (42.0 ft/s),,,3 hours
uh-60-black-hawk,https://globalmilitary.net/aircraft/uh-60-black-hawk/,UH-60 Black Hawk,4,19.5 m (64.1 ft),16.4 m (53.7 ft),4.9 m (16.1 ft),,"4,819 kg (10,624 lbs)","10,659 kg (23,499 lbs)","2 × turboshafts General Electric T700-GE-701C 1,208 kW each",294 km/h (183 mph),"2,221 km (1,380 mi)","5,791 m (18,999 ft)",3.6 m/s (11.8 ft/s),,,
uh-72-lakota,https://globalmilitary.net/aircraft/uh-72-lakota/,UH-72 Lakota,1–2,13.0 m (42.7 ft),11 m (36.1 ft),3.5 m (11.3 ft),95.0 m² (1022.4 sqft),"1,792 kg (3,951 lbs)","3,585 kg (7,904 lbs)",2 × Turbomeca Arriel 1E2 550 kW each,268 km/h (167 mph),685 km (426 mi),"4,018 m (13,182 ft)",8.13 m/s (26.7 ft/s),,,
uj-22-airborne,https://globalmilitary.net/aircraft/uj-22-airborne/,UJ-22 Airborne,,3.7 m (12.1 ft),4.2 m (13.8 ft),,,,85 kg (187 lbs),1 × gasoline piston engine,160 km/h (99 mph),800 km (497 mi),"6,000 m (19,685 ft)",,6 hours,,
uj-25-skyline,https://globalmilitary.net/aircraft/uj-25-skyline/,UJ-25 Skyline,,,,,,,,1 × turbojet,800 km/h (497 mph),400 km (249 mi),,,1 hours,,
utva-75,https://globalmilitary.net/aircraft/utva-75/,UTVA-75,2,7.1 m (23.3 ft),9.7 m (31.9 ft),3.2 m (10.3 ft),14.6 m² (157.5 sqft),"685 kg (1,510 lbs)","960 kg (2,116 lbs)",1 × Lycoming IO-360-B1F 134 kW each,215 km/h (134 mph),800 km (497 mi),"4,000 m (13,123 ft)",4.5 m/s (14.8 ft/s),,,
v-12-homer,https://globalmilitary.net/aircraft/v-12-homer/,V-12 Homer,"6 (pilot, co-pilot, flight engineer, electrician, navigator, radio operator)",37 m (121.4 ft),35 m (114.8 ft),12.5 m (41.0 ft),962 m² (10354.9 sqft),"69,100 kg (152,339 lbs)","105,000 kg (231,485 lbs)","4 × turboshafts Soloviev D-25VF 4,800 kW each",260 km/h (162 mph),500 km (311 mi),"3,500 m (11,483 ft)",,,,
v22-osprey,https://globalmilitary.net/aircraft/v22-osprey/,V-22 Osprey,2,17.5 m (57.4 ft),14 m (45.9 ft),6.7 m (22.1 ft),28 m² (301.4 sqft),"33,140 kg (73,061 lbs)","60,500 kg (133,380 lbs)","2 × turboshafts Rolls-Royce Allison T406/AE 1107C-Liberty 4,586 kW each",565 km/h (351 mph),"1,628 km (1,012 mi)","7,925 m (26,001 ft)",11.8 m/s (38.7 ft/s),,,
v-bat,https://globalmilitary.net/aircraft/v-bat/,V-BAT,,3.8 m (12.5 ft),2.9 m (9.5 ft),,,,73 kg (161 lbs),1 × Heavy Fuel Engine,90 km/h (56 mph),,"5,500 m (18,045 ft)",,13 hours,,
vc-25-air-force-one,https://globalmilitary.net/aircraft/vc-25-air-force-one/,"VC-25 ""Air Force One""",26,70.6 m (231.6 ft),59.6 m (195.5 ft),19.3 m (63.3 ft),511.0 m² (5499.8 sqft),"173,726 kg (383,000 lbs)","377,842 kg (832,998 lbs)","4 × turbofans General Electric CF6-80C2B1 25,719 kgf each",1014 km/h (Mach 1.01),"12,600 km (7,829 mi)","13,746 m (45,098 ft)",,,,
vh-60-white-hawk,https://globalmilitary.net/aircraft/vh-60-white-hawk/,VH-60 White Hawk,4,19.6 m (64.3 ft),16.4 m (53.7 ft),5.1 m (16.7 ft),,"6,850 kg (15,102 lbs)","10,660 kg (23,501 lbs)","2 × General Electric T700-GE-401 1,260 kW each",257 km/h (160 mph),"2,200 km (1,367 mi)","5,790 m (18,996 ft)",3.6 m/s (11.8 ft/s),,,
valiant,https://globalmilitary.net/aircraft/valiant/,Valiant,"5 (2 pilots, 2 navigators, air electronics officer)",33.0 m (108.2 ft),34.9 m (114.3 ft),9.8 m (32.2 ft),219.4 m² (2361.6 sqft),"34,419 kg (75,881 lbs)","63,503 kg (140,000 lbs)",4 × Rolls-Royce Avon RA28 Mk 204 44 kN each,912 km/h (567 mph),"7,200 km (4,474 mi)","16,000 m (52,493 ft)",20.0 m/s (65.6 ft/s),,,
victor,https://globalmilitary.net/aircraft/victor/,Victor,5,35.0 m (114.9 ft),34 m (111.5 ft),8.6 m (28.1 ft),223.5 m² (2405.7 sqft),"40,383 kg (89,029 lbs)","92,986 kg (204,999 lbs)",4 × Armstrong Siddeley A.S.Sa.7 Sapphire turbojet 49 kN each,1009 km/h (Mach 1.01),"9,662 km (6,004 mi)","17,000 m (55,774 ft)",,,,
vulcan,https://globalmilitary.net/aircraft/vulcan/,Vulcan,"5 (pilot, co-pilot, AEO, navigator radar, navigator plotter)",29.6 m (97.1 ft),30.3 m (99.4 ft),8.1 m (26.5 ft),330.2 m² (3554.2 sqft),"37,908 kg (83,573 lbs)","77,111 kg (170,000 lbs)",4 × Bristol Olympus Mk.101 49 kN each,1039 km/h (Mach 1.04),"4,195 km (2,607 mi)","17,000 m (55,774 ft)",,,,
p68,https://globalmilitary.net/aircraft/p68/,Vulcanair P68,,9.6 m (31.3 ft),12 m (39.4 ft),3.4 m (11.2 ft),18.6 m² (200.2 sqft),"1,230 kg (2,712 lbs)","1,990 kg (4,387 lbs)",2 × pistons engine Lycoming AEIO-360-A1B6 149 kW each,322 km/h (200 mph),"2,043 km (1,269 mi)","5,850 m (19,193 ft)",7.6 m/s (24.9 ft/s),,,
w3-sokol,https://globalmilitary.net/aircraft/w3-sokol/,W-3 Sokol,2,14.2 m (46.6 ft),15.7 m (51.5 ft),5.1 m (16.9 ft),,"3,850 kg (8,488 lbs)","6,400 kg (14,110 lbs)",2 × turboshafts PZL-Rzeszów PZL-10W 662 kW each,260 km/h (162 mph),745 km (463 mi),"4,910 m (16,109 ft)",9.3 m/s (30.5 ft/s),,,
wj-700,https://globalmilitary.net/aircraft/wj-700/,WJ-700,,,22 m (72.2 ft),,,,"3,800 kg (8,378 lbs)",1 × WP11 Jiuzhai turbofan,700 km/h (435 mph),,"15,000 m (49,213 ft)",,20 hours,,
wz-7-soaring-dragon,https://globalmilitary.net/aircraft/wz-7-soaring-dragon/,WZ-7 Soaring Dragon,,14.3 m (47.0 ft),24.9 m (81.6 ft),5.4 m (17.7 ft),,,,1 × Guizhou WP-13 turbojet 43 kN each,750 km/h (466 mph),"7,000 km (4,350 mi)","18,000 m (59,055 ft)",,10 hours,,
wz-8,https://globalmilitary.net/aircraft/wz-8/,WZ-8,,11.5 m (37.7 ft),6.7 m (22.0 ft),2.2 m (7.2 ft),,,,2 × YF50 rocket motor,3704 km/h (Mach 3.7),"8,000 km (4,971 mi)","50,000 m (164,042 ft)",,,,
warmate,https://globalmilitary.net/aircraft/warmate/,Warmate,,1.1 m (3.6 ft),1.6 m (5.2 ft),,,4 kg (9 lbs),5 kg (11 lbs),1 × electric motor,150 km/h (93 mph),30 km (19 mi),"3,000 m (9,843 ft)",,1 hours,,
wasp-iii,https://globalmilitary.net/aircraft/wasp-iii/,Wasp III,,0.4 m (1.2 ft),0.7 m (2.4 ft),,,,6 kg (13 lbs),1 × Electric motor,65 km/h (40 mph),5 km (3 mi),"3,333 m (10,935 ft)",,1 hours,,
watchkeeper,https://globalmilitary.net/aircraft/watchkeeper/,Watchkeeper WK450,,6.5 m (21.3 ft),10.9 m (35.8 ft),,,300 kg (661 lbs),"485 kg (1,069 lbs)",1 × UAV Engines Ltd Wankel engine,143 km/h (89 mph),150 km (93 mi),"4,900 m (16,076 ft)",,14 hours,,
wessex,https://globalmilitary.net/aircraft/wessex/,Wessex,2,20.1 m (65.8 ft),17.1 m (56.0 ft),4.8 m (15.8 ft),228.8 m² (2462.8 sqft),"3,783 kg (8,340 lbs)","6,123 kg (13,499 lbs)","2 × de Havilland Gnome H.1200 Mk.110/111 turboshaft 1,010 kW each",212 km/h (132 mph),500 km (311 mi),"3,700 m (12,139 ft)",8.4 m/s (27.6 ft/s),,,
lynx,https://globalmilitary.net/aircraft/lynx/,Westland Lynx,3,15 m (49.2 ft),12.8 m (42.0 ft),3.6 m (11.8 ft),,"2,740 kg (6,041 lbs)","4,760 kg (10,494 lbs)",2 × turboshafts Rolls-Royce Gem 2 671 kW each,300 km/h (186 mph),528 km (328 mi),"3,200 m (10,499 ft)",,,,
westland-scout,https://globalmilitary.net/aircraft/westland-scout/,Westland Scout,1–2,9.3 m (30.3 ft),9.8 m (32.3 ft),2.7 m (8.9 ft),75.9 m² (816.9 sqft),"1,466 kg (3,232 lbs)","2,404 kg (5,300 lbs)",1 × Rolls-Royce Nimbus 101 or 102 511 kW each,211 km/h (131 mph),507 km (315 mi),"5,400 m (17,717 ft)",8.5 m/s (27.9 ft/s),,,
westland-wasp,https://globalmilitary.net/aircraft/westland-wasp/,Westland Wasp,"2 (pilot, aircrewman)",12.3 m (40.3 ft),9.8 m (32.3 ft),2.7 m (8.9 ft),75.9 m² (816.9 sqft),"1,566 kg (3,452 lbs)","2,495 kg (5,501 lbs)",1 × Rolls-Royce Nimbus 103 530 kW each,193 km/h (120 mph),487 km (303 mi),"3,700 m (12,139 ft)",7.3 m/s (24.0 ft/s),,,
wing-loong-i,https://globalmilitary.net/aircraft/wing-loong-i/,Wing Loong I,,9.1 m (29.7 ft),14 m (45.9 ft),2.8 m (9.1 ft),,,"1,100 kg (2,425 lbs)",1 × Rotax 914 75 kW each,280 km/h (174 mph),"4,000 km (2,485 mi)","5,000 m (16,404 ft)",,20 hours,,
wing-loong-ii,https://globalmilitary.net/aircraft/wing-loong-ii/,Wing Loong II,,11 m (36.1 ft),20.5 m (67.3 ft),,,"1,500 kg (3,307 lbs)","4,200 kg (9,259 lbs)",1 × piston engine,370 km/h (230 mph),"1,000 km (621 mi)","9,000 m (29,528 ft)",,32 hours,,
wing-loong-10,https://globalmilitary.net/aircraft/wing-loong-10/,Wing Loong-10,,9 m (29.5 ft),20 m (65.6 ft),3.7 m (12.0 ft),,"2,300 kg (5,071 lbs)","3,200 kg (7,055 lbs)",1 × WP-11C 10 kN each,620 km/h (385 mph),,"15,000 m (49,213 ft)",,20 hours,,
wulung,https://globalmilitary.net/aircraft/wulung/,Wulung,,4.4 m (14.5 ft),6.4 m (20.8 ft),1.5 m (4.9 ft),,65 kg (143 lbs),125 kg (276 lbs),1 × Piston engine 16 kW each,185 km/h (115 mph),150 km (93 mi),"1,600 m (5,249 ft)",,4 hours,,
x31-efm-vector,https://globalmilitary.net/aircraft/x31-efm-vector/,X-31 EFM Vector,1,13.2 m (43.3 ft),7.3 m (23.8 ft),4.4 m (14.6 ft),21.0 m² (226.3 sqft),"5,175 kg (11,409 lbs)","7,303 kg (16,100 lbs)","1 × turbofan General Electric F404-GE-400 7,257 kgf each",1448 km/h (Mach 1.45),,"12,192 m (40,000 ft)",218.0 m/s (715.2 ft/s),,,
x-47b,https://globalmilitary.net/aircraft/x-47b/,X-47B,,11.6 m (38.2 ft),18.9 m (62.0 ft),3.1 m (10.2 ft),88.6 m² (953.6 sqft),"13,080 kg (28,836 lbs)","20,185 kg (44,500 lbs)",1 × Pratt & Whitney F100-220U,1102 km/h (Mach 1.1),"3,900 km (2,423 mi)","12,800 m (41,995 ft)",,6 hours,,
xq-58-valkyrie,https://globalmilitary.net/aircraft/xq-58-valkyrie/,XQ-58 Valkyrie,,9.1 m (29.9 ft),8.2 m (26.9 ft),,,"1,134 kg (2,500 lbs)","2,722 kg (6,001 lbs)",1 × Williams FJ33 8 kN each,1048 km/h (Mach 1.05),"5,600 km (3,480 mi)","14,000 m (45,932 ft)",,,,
y12,https://globalmilitary.net/aircraft/y12/,Y-12,2,18.9 m (61.9 ft),17.2 m (56.6 ft),5.7 m (18.6 ft),34.3 m² (368.9 sqft),"2,840 kg (6,261 lbs)","5,300 kg (11,684 lbs)",2 × turboprops Pratt & Whitney Canada PT6A-27 410 kW each,328 km/h (204 mph),"1,340 km (833 mi)","7,000 m (22,966 ft)",8.1 m/s (26.6 ft/s),,,
y20,https://globalmilitary.net/aircraft/y20/,Y-20,,47 m (154.2 ft),50 m (164.0 ft),15 m (49.2 ft),310 m² (3336.8 sqft),"100,000 kg (220,462 lbs)","222,000 kg (489,426 lbs)","4 × turbofans Soloviev D-30KP-2 12,033 kgf each",926 km/h (575 mph),"10,000 km (6,214 mi)","13,000 m (42,651 ft)",,,,
y7,https://globalmilitary.net/aircraft/y7/,Y-7,3,24.2 m (79.5 ft),29.7 m (97.3 ft),8.6 m (28.1 ft),75.3 m² (810.1 sqft),"14,988 kg (33,043 lbs)","21,800 kg (48,061 lbs)","2 × Dongan WJ-5A 1,800 kW each",503 km/h (313 mph),"1,982 km (1,232 mi)","8,750 m (28,707 ft)",,,,
y8,https://globalmilitary.net/aircraft/y8/,Y-8,2–5,34.0 m (111.6 ft),38 m (124.7 ft),11.2 m (36.6 ft),121.9 m² (1312.1 sqft),"35,490 kg (78,242 lbs)","61,000 kg (134,482 lbs)","4 × Zhuzhou WoJiang-6 (WJ-6) 3,170 kW each",660 km/h (410 mph),"5,615 km (3,489 mi)","10,400 m (34,121 ft)",10.0 m/s (32.8 ft/s),,,
y9,https://globalmilitary.net/aircraft/y9/,Y-9,4,36.1 m (118.3 ft),38 m (124.7 ft),11.3 m (37.1 ft),121.9 m² (1312.1 sqft),,"65,000 kg (143,300 lbs)","4 × WoJiang WJ-6C 3,800 kW each",660 km/h (410 mph),"2,200 km (1,367 mi)","10,400 m (34,121 ft)",,10 hours,,
yf-23-black-widow-ii,https://globalmilitary.net/aircraft/yf-23-black-widow-ii/,YF-23 Black Widow II,1,20.6 m (67.5 ft),13.3 m (43.7 ft),4 m (13.1 ft),84 m² (904.2 sqft),"13,154 kg (29,000 lbs)","28,123 kg (62,001 lbs)",2 × turbojets General Electric YF120,2335 km/h (Mach 2.33),"4,500 km (2,796 mi)","19,812 m (65,000 ft)",,,McDonnell Douglas ACES II,
yfq-48-talon-blue,https://globalmilitary.net/aircraft/yfq-48-talon-blue/,YFQ-48 Talon Blue,,,,,,,,1 × Pratt & Whitney PW500-series,,,,,,,
yabhon-united-40,https://globalmilitary.net/aircraft/yabhon-united-40/,Yabhon United 40,,,20 m (65.6 ft),,,"520 kg (1,146 lbs)","1,500 kg (3,307 lbs)",2 × turboprop engines,220 km/h (137 mph),"2,400 km (1,491 mi)","7,000 m (22,966 ft)",,120 hours,,
yak-11-moose,https://globalmilitary.net/aircraft/yak-11-moose/,Yak-11 Moose,"2 (pilot, instructor)",8.5 m (27.9 ft),9.4 m (30.8 ft),3.3 m (10.8 ft),15.4 m² (165.8 sqft),"1,900 kg (4,189 lbs)","2,500 kg (5,512 lbs)",1 × radial engine Shvetsov ASh-21 419 kW each,465 km/h (289 mph),"1,280 km (795 mi)","7,100 m (23,294 ft)",8.1 m/s (26.6 ft/s),,,
yak-130-mitten,https://globalmilitary.net/aircraft/yak-130-mitten/,Yak-130 Mitten,2,11.5 m (37.7 ft),9.8 m (32.3 ft),4.8 m (15.6 ft),23.5 m² (253.0 sqft),"4,600 kg (10,141 lbs)","10,290 kg (22,686 lbs)","2 × turbofans Ivchenko-Progress AI-222-25 2,500 kgf each",1060 km/h (Mach 1.06),"2,100 km (1,305 mi)","12,500 m (41,011 ft)",65.0 m/s (213.3 ft/s),,Zvezda K-36LT3.5,"335 m (1,099 ft)"
yak-141-freestyle,https://globalmilitary.net/aircraft/yak-141-freestyle/,Yak-141 Freestyle,1,18.4 m (60.2 ft),10.1 m (33.2 ft),5 m (16.4 ft),31.7 m² (341.2 sqft),"11,650 kg (25,684 lbs)","19,500 kg (42,990 lbs)","1 × turbojet Kobchenko R-79V-300 11,022 kgf each",1800 km/h (Mach 1.8),"3,000 km (1,864 mi)","15,500 m (50,853 ft)",250.0 m/s (820.2 ft/s),,Zvezda K-36LT,
yak-15-feather,https://globalmilitary.net/aircraft/yak-15-feather/,Yak-15 Feather,1,8.7 m (28.5 ft),9.2 m (30.2 ft),,14.9 m² (159.8 sqft),"1,852 kg (4,083 lbs)","2,638 kg (5,816 lbs)",1 × turbojet Klimov RD-10 900 kgf each,786 km/h (488 mph),510 km (317 mi),"12,000 m (39,370 ft)",21.6 m/s (70.9 ft/s),,,
yak-152,https://globalmilitary.net/aircraft/yak-152/,Yak-152,1,7.7 m (25.3 ft),8.8 m (28.9 ft),2.5 m (8.1 ft),,,"1,490 kg (3,285 lbs)",1 × V12 piston engine RED Aircraft A03 370 kW each,500 km/h (311 mph),"1,500 km (932 mi)","4,000 m (13,123 ft)",10.0 m/s (32.8 ft/s),,,
yak-18-max,https://globalmilitary.net/aircraft/yak-18-max/,Yak-18 Max,2,8.4 m (27.4 ft),10.6 m (34.8 ft),3.4 m (11.0 ft),17.8 m² (191.6 sqft),"1,025 kg (2,260 lbs)","1,320 kg (2,910 lbs)",1 × radial piston engine Ivchenko AI-14RF 224 kW each,300 km/h (186 mph),700 km (435 mi),"5,060 m (16,601 ft)",,,,
yak-24-horse,https://globalmilitary.net/aircraft/yak-24-horse/,Yak-24 Horse,"3 (2 pilots, radio operator)",22.4 m (73.5 ft),20 m (65.6 ft),6.5 m (21.3 ft),693 m² (7459.4 sqft),"11,000 kg (24,251 lbs)","15,830 kg (34,899 lbs)","2 × radial piston engines Shvetsov ASh-82V 1,300 kW each",175 km/h (109 mph),380 km (236 mi),"4,000 m (13,123 ft)",3.15 m/s (10.3 ft/s),,,
yak-25-flashlight,https://globalmilitary.net/aircraft/yak-25-flashlight/,Yak-25 Flashlight,"2 (pilot, radar intercept operator)",15.7 m (51.4 ft),11.0 m (36.0 ft),,29.0 m² (311.6 sqft),"6,210 kg (13,691 lbs)","9,220 kg (20,327 lbs)","2 × turbojets Mikulin AM-5 2,000 kgf each",1090 km/h (Mach 1.09),"2,700 km (1,678 mi)","12,000 m (39,370 ft)",44.0 m/s (144.4 ft/s),4 hours,,
yak-28-brewer-firebar,https://globalmilitary.net/aircraft/yak-28-brewer-firebar/,Yak-28 Brewer / Firebar,"2 (pilot, WSO)",21.6 m (70.9 ft),12.5 m (41.0 ft),4.0 m (13.0 ft),37.6 m² (404.7 sqft),"9,970 kg (21,980 lbs)","20,000 kg (44,092 lbs)","2 × turbojets Tumansky R-11AF2-300 6,322 kgf each",1840 km/h (Mach 1.84),"2,500 km (1,553 mi)","16,750 m (54,954 ft)",,,Zvezda K-5MN / K-7MN,"1,430 m (4,692 ft)"
yak-36-freehand,https://globalmilitary.net/aircraft/yak-36-freehand/,Yak-36 Freehand,1,17 m (55.8 ft),10 m (32.8 ft),4.5 m (14.8 ft),17 m² (183.0 sqft),"5,300 kg (11,684 lbs)","8,900 kg (19,621 lbs)","2 × turbojets Tumansky R-27-300 5,303 kgf each",900 km/h (559 mph),370 km (230 mi),"12,000 m (39,370 ft)",140.0 m/s (459.3 ft/s),,,
yak-38-forger,https://globalmilitary.net/aircraft/yak-38-forger/,Yak-38 Forger,1,15.5 m (50.9 ft),7.3 m (24.0 ft),4.4 m (14.3 ft),18.5 m² (199.1 sqft),"7,020 kg (15,476 lbs)","11,200 kg (24,692 lbs)","1 × turbofan Tumansky R-27V-300 (+ 2 Rybinsk RD-36-35FVR lift jets) 6,801 kgf each",1210 km/h (Mach 1.21),"1,300 km (808 mi)","11,300 m (37,073 ft)",75.0 m/s (246.1 ft/s),,Zvezda K-36DM,
yak-40-codling,https://globalmilitary.net/aircraft/yak-40-codling/,Yak-40 Codling,"3 (2 pilots, flight mechanic)",20.4 m (66.8 ft),25 m (82.0 ft),6.5 m (21.3 ft),70 m² (753.5 sqft),"9,400 kg (20,723 lbs)","15,500 kg (34,172 lbs)","3 × turbofans Ivchenko AI-25 1,500 kgf each",858 km/h (533 mph),"1,800 km (1,118 mi)","8,000 m (26,247 ft)",8.0 m/s (26.2 ft/s),
yak-42-clobber,https://globalmilitary.net/aircraft/yak-42-clobber/,Yak-42 Clobber,2–3,36.4 m (119.4 ft),34.9 m (114.4 ft),9.8 m (32.3 ft),150 m² (1614.6 sqft),"33,000 kg (72,752 lbs)","57,500 kg (126,766 lbs)",3 × turbofans Lotarev D-36 64 kN each,810 km/h (503 mph),"4,000 km (2,485 mi)","9,600 m (31,496 ft)",,
yak-52,https://globalmilitary.net/aircraft/yak-52/,Yak-52,,7.7 m (25.4 ft),9.3 m (30.5 ft),2.7 m (8.9 ft),15 m² (161.5 sqft),"1,015 kg (2,238 lbs)","1,305 kg (2,877 lbs)",1 × radial engine Vedeneyev M14P 265 kW each,285 km/h (177 mph),550 km (342 mi),"4,000 m (13,123 ft)",7.0 m/s (23.0 ft/s),
yak-9-frank,https://globalmilitary.net/aircraft/yak-9-frank/,Yak-9 Frank,1,8.6 m (28.1 ft),9.7 m (32.0 ft),3 m (9.8 ft),17.2 m² (184.6 sqft),"2,512 kg (5,538 lbs)","3,204 kg (7,064 lbs)","1 × V12 piston engine Klimov VK-107A 1,230 kW each",690 km/h (429 mph),675 km (419 mi),"10,850 m (35,597 ft)",18.9 m/s (62.0 ft/s),
z10,https://globalmilitary.net/aircraft/z10/,Z-10,2,14.2 m (46.4 ft),13 m (42.7 ft),3.9 m (12.6 ft),,"5,540 kg (12,214 lbs)","7,000 kg (15,432 lbs)","2 × turboshafts Zhuzhou WZ-9 1,000 kW each",300 km/h (186 mph),"1,120 km (696 mi)","6,400 m (20,997 ft)",12.0 m/s (39.4 ft/s),
z11,https://globalmilitary.net/aircraft/z11/,Z-11,1,,10.7 m (35.1 ft),3.1 m (10.3 ft),,"1,253 kg (2,762 lbs)","2,200 kg (4,850 lbs)",1 × turboshaft Zhuzhou WZ-8D 632 kW each,278 km/h (173 mph),661 km (411 mi),"5,270 m (17,290 ft)",8.3 m/s (27.2 ft/s),
z18,https://globalmilitary.net/aircraft/z18/,Z-18,,23.0 m (75.6 ft),19 m (62.3 ft),6.7 m (21.9 ft),,"6,865 kg (15,135 lbs)","13,800 kg (30,424 lbs)","3 × turboshafts Changzhou WZ-6C 1,300 kW each",336 km/h (209 mph),"1,000 km (621 mi)","9,000 m (29,528 ft)",,
z19,https://globalmilitary.net/aircraft/z19/,Z-19,"2 (pilot, observer)",12 m (39.4 ft),11.9 m (39.1 ft),4.0 m (13.2 ft),111.8 m² (1203.3 sqft),"2,350 kg (5,181 lbs)","4,250 kg (9,370 lbs)",2 × WZ-8C turboshaft 700 kW each,280 km/h (174 mph),700 km (435 mi),"6,000 m (19,685 ft)",9.0 m/s (29.5 ft/s),4 hours
